Front,Back,Tags
Completa el prefijo:<br><br>Das bringt uns auch nicht ___.,"<div class=""answer"">weiter</div><div class=""example"">Das bringt uns auch nicht weiter.</div><p><b>weiterbringen</b> = avanzar, ayudar a resolver</p><p><b>Base:</b> bringen</p><div class=""meta""><p><b>Significado:</b><br>avanzar, ayudar a resolver</p><div class=""translation""><b>Traducción:</b><br>Eso tampoco nos ayuda a avanzar.</div><p><b>Construcción:</b><br>etwas weiterbringen</p><p><b>Construcción ES:</b><br>avanzar en algo</p><p><b>Separabilidad:</b><br>separable — bringt ... weiter — weitergebracht</p><p><b>Perfekt:</b><br>Das hat uns weitergebracht.</p><p><b>Fuente:</b><br>https://de.wiktionary.org/wiki/weiterbringen</p></div>",verb_prefix family::bringen prefix::weiter separability::separable difficulty::b1 register::common source::wiktionary_openai quality::ok cardtype::prefix_cloze
Completa el prefijo:<br><br>Dem Bodensee wird das meiste Wasser vom Rhein ___gebracht.,"<div class=""answer"">zu</div><div class=""example"">Dem Bodensee wird das meiste Wasser vom Rhein zugebracht.</div><p><b>zubringen</b> = llevar algo a un lugar o a alguien (arcaico)</p><p><b>Base:</b> bringen</p><div class=""meta""><p><b>Significado:</b><br>llevar algo a un lugar o a alguien (arcaico)</p><div class=""translation""><b>Traducción:</b><br>Al lago de Constanza se le lleva la mayor parte del agua desde el Rin.</div><p><b>Construcción:</b><br>zubringen + Akkusativ + Dativ oder Ortsangabe</p><p><b>Construcción ES:</b><br>zubringen + acusativo + dativo o indicación de lugar</p><p><b>Separabilidad:</b><br>separable — bringt ... zu — zugebracht</p><p><b>Perfekt:</b><br>Der Fluss hat Wasser zum See zugebracht.</p><p><b>Fuente:</b><br>https://de.wiktionary.org/wiki/zubringen</p></div>",verb_prefix family::bringen prefix::zu separability::separable difficulty::c1 register::archaic source::wiktionary_openai quality::ok cardtype::prefix_cloze
Completa el prefijo:<br><br>Wilhelm bringt die geliehenen Fahrzeuge ausnahmslos vollgetankt ___.,"<div class=""answer"">zurück</div><div class=""example"">Wilhelm bringt die geliehenen Fahrzeuge ausnahmslos vollgetankt zurück.</div><p><b>zurückbringen</b> = llevar a alguien o algo de vuelta al lugar de donde vino antes</p><p><b>Base:</b> bringen</p><div class=""meta""><p><b>Significado:</b><br>llevar a alguien o algo de vuelta al lugar de donde vino antes</p><div class=""translation""><b>Traducción:</b><br>Wilhelm lleva los vehículos alquilados sin excepción de vuelta con el tanque lleno.</div><p><b>Construcción:</b><br>jemanden/etwas + zurückbringen</p><p><b>Construcción ES:</b><br>llevar a alguien/algo + zurückbringen</p><p><b>Separabilidad:</b><br>separable — bringt ... zurück — zurückgebracht</p><p><b>Perfekt:</b><br>Wilhelm hat die geliehenen Fahrzeuge zurückgebracht.</p><p><b>Fuente:</b><br>https://de.wiktionary.org/wiki/zur%C3%BCckbringen</p></div>",verb_prefix family::bringen prefix::zurück separability::separable difficulty::b1 register::common source::wiktionary_openai quality::ok cardtype::prefix_cloze
"Completa el prefijo:<br><br>Kurz nach Beendigung dieser Tätigkeit begann er ___ eigenem Entschluss, ehrenamtlich behinderte Menschen in ihren Rollstühlen auszufahren, damit sie an die frische Luft kommen.","<div class=""answer"">aus</div><div class=""example"">Kurz nach Beendigung dieser Tätigkeit begann er aus eigenem Entschluss, ehrenamtlich behinderte Menschen in ihren Rollstühlen auszufahren, damit sie an die frische Luft kommen.</div><p><b>ausfahren</b> = llevar a alguien en un vehículo a un lugar y luego devolverlo</p><p><b>Base:</b> fahren</p><div class=""meta""><p><b>Significado:</b><br>llevar a alguien en un vehículo a un lugar y luego devolverlo</p><div class=""translation""><b>Traducción:</b><br>Poco después de terminar esta actividad, comenzó por voluntad propia a llevar en silla de ruedas a personas discapacitadas para que pudieran tomar aire fresco.</div><p><b>Separabilidad:</b><br>separable — fährt ... aus — ausgefahren</p><p><b>Perfekt:</b><br>Er hat die Menschen in ihren Rollstühlen ausgefahren.</p><p><b>Fuente:</b><br>https://de.wiktionary.org/wiki/ausfahren</p></div>",verb_prefix family::fahren prefix::aus separability::separable difficulty::b2 register::common source::wiktionary_openai quality::ok cardtype::prefix_cloze
"Completa el prefijo:<br><br>Die Nordmänner erkunden mit ihnen die Ströme des heutigen Russland und der Ukraine, ___fahren das Schwarze Meer und laden in Konstantinopel Schätze an Bord.","<div class=""answer"">be</div><div class=""example"">Die Nordmänner erkunden mit ihnen die Ströme des heutigen Russland und der Ukraine, befahren das Schwarze Meer und laden in Konstantinopel Schätze an Bord.</div><p><b>befahren</b> = conducir en un camino o zona</p><p><b>Base:</b> fahren</p><div class=""meta""><p><b>Significado:</b><br>conducir en un camino o zona</p><div class=""translation""><b>Traducción:</b><br>Los normandos exploran con ellos los ríos del actual Rusia y Ucrania, navegan por el Mar Negro y cargan tesoros en Constantinopla.</div><p><b>Separabilidad:</b><br>inseparable — befährt — befahren</p><p><b>Perfekt:</b><br>er hat das Schwarze Meer befahren</p><p><b>Fuente:</b><br>https://de.wiktionary.org/wiki/befahren</p></div>",verb_prefix family::fahren prefix::be separability::inseparable difficulty::b2 register::common source::wiktionary_openai quality::ok cardtype::prefix_cloze
Completa el prefijo:<br><br>Der 19-Jährige fuhr ersten Ermittlungen zufolge auch im nächsten Ort deutlich zu schnell in eine Kurve ___.,"<div class=""answer"">ein</div><div class=""example"">Der 19-Jährige fuhr ersten Ermittlungen zufolge auch im nächsten Ort deutlich zu schnell in eine Kurve ein.</div><p><b>einfahren</b> = poner en marcha; introducir un vehículo en un espacio o área</p><p><b>Base:</b> fahren</p><div class=""meta""><p><b>Significado:</b><br>poner en marcha; introducir un vehículo en un espacio o área</p><div class=""translation""><b>Traducción:</b><br>Según las primeras investigaciones, el joven de 19 años también entró demasiado rápido en una curva en la siguiente localidad.</div><p><b>Construcción:</b><br>Subjekt fährt etwas ein / fährt in etwas (Akkusativ) ein</p><p><b>Construcción ES:</b><br>Sujeto introduce algo / conduce en algo (acusativo)</p><p><b>Separabilidad:</b><br>separable — fährt ... ein — eingefahren</p><p><b>Perfekt:</b><br>Sie ist vorsichtig in den Hof eingefahren.</p><p><b>Fuente:</b><br>https://de.wiktionary.org/wiki/einfahren</p></div>",verb_prefix family::fahren prefix::ein separability::separable difficulty::b1 register::common source::wiktionary_openai quality::ok cardtype::prefix_cloze
Completa el prefijo:<br><br>Ich habe im Leben viel Gutes und Böses ___fahren.,"<div class=""answer"">er</div><div class=""example"">Ich habe im Leben viel Gutes und Böses erfahren.</div><p><b>erfahren</b> = experimentar, sufrir, padecer, saber</p><p><b>Base:</b> fahren</p><div class=""meta""><p><b>Significado:</b><br>experimentar, sufrir, padecer, saber</p><div class=""translation""><b>Traducción:</b><br>He experimentado muchas cosas buenas y malas en la vida.</div><p><b>Separabilidad:</b><br>inseparable — erfährt — erfahren</p><p><b>Perfekt:</b><br>hat erfahren</p><p><b>Fuente:</b><br>https://de.wiktionary.org/wiki/erfahren</p></div>",verb_prefix family::fahren prefix::er separability::inseparable difficulty::b1 register::common source::wiktionary_openai quality::ok cardtype::prefix_cloze
Completa el prefijo:<br><br>Lass uns doch bei Lukas ___fahren!,"<div class=""answer"">mit</div><div class=""example"">Lass uns doch bei Lukas mitfahren!</div><p><b>mitfahren</b> = ir en el mismo vehículo con otra(s) persona(s)</p><p><b>Base:</b> fahren</p><div class=""meta""><p><b>Significado:</b><br>ir en el mismo vehículo con otra(s) persona(s)</p><div class=""translation""><b>Traducción:</b><br>¡Vamos con Lukas!</div><p><b>Construcción:</b><br>mitfahren + (optional) Präpositionalphrase oder Objekt</p><p><b>Construcción ES:</b><br>mitfahren + frase preposicional u objeto opcional</p><p><b>Separabilidad:</b><br>separable — fährt ... mit — mitgefahren</p><p><b>Perfekt:</b><br>Wir sind gestern zusammen mit dem Bus mitgefahren.</p><p><b>Fuente:</b><br>https://de.wiktionary.org/wiki/mitfahren</p></div>",verb_prefix family::fahren prefix::mit separability::separable difficulty::a2 register::common source::wiktionary_openai quality::ok cardtype::prefix_cloze
"Completa el prefijo:<br><br>Er wollte seiner Familie einige Tage später in den Urlaub ___fahren, aber dafür war er zu müde.","<div class=""answer"">nach</div><div class=""example"">Er wollte seiner Familie einige Tage später in den Urlaub nachfahren, aber dafür war er zu müde.</div><p><b>nachfahren</b> = seguir a alguien o algo conduciendo</p><p><b>Base:</b> fahren</p><div class=""meta""><p><b>Significado:</b><br>seguir a alguien o algo conduciendo</p><div class=""translation""><b>Traducción:</b><br>Quería conducir detrás de su familia unos días después de vacaciones, pero estaba demasiado cansado para ello.</div><p><b>Construcción:</b><br>nachfahren + Dativ (jemandem/etwas)</p><p><b>Construcción ES:</b><br>nachfahren + dativo (a alguien/a algo)</p><p><b>Separabilidad:</b><br>separable — fährt ... nach — nachgefahren</p><p><b>Perfekt:</b><br>Er ist seiner Familie nachgefahren.</p><p><b>Fuente:</b><br>https://de.wiktionary.org/wiki/nachfahren</p></div>",verb_prefix family::fahren prefix::nach separability::separable difficulty::b1 register::common source::wiktionary_openai quality::ok cardtype::prefix_cloze
Completa el prefijo:<br><br>Entschuldige die Verspätung. Ich habe mich auf dem Herweg total ___fahren.,"<div class=""answer"">ver</div><div class=""example"">Entschuldige die Verspätung. Ich habe mich auf dem Herweg total verfahren.</div><p><b>verfahren</b> = perderse conduciendo un vehículo, perder la orientación</p><p><b>Base:</b> fahren</p><div class=""meta""><p><b>Significado:</b><br>perderse conduciendo un vehículo, perder la orientación</p><div class=""translation""><b>Traducción:</b><br>Disculpa el retraso. Me he perdido totalmente en el camino de ida.</div><p><b>Construcción:</b><br>reflexiv mit Dativobjekt (auf einer Strecke)</p><p><b>Construcción ES:</b><br>reflexivo con objeto dativo (en una ruta)</p><p><b>Separabilidad:</b><br>inseparable — verfährt — verfahren</p><p><b>Perfekt:</b><br>Ich habe mich gestern total verfahren.</p><p><b>Fuente:</b><br>https://de.wiktionary.org/wiki/verfahren</p></div>",verb_prefix family::fahren prefix::ver separability::inseparable difficulty::b1 register::common source::wiktionary_openai quality::ok cardtype::prefix_cloze
"Completa el prefijo:<br><br>Mir geht hier alles auf den Wecker, ich glaube, ich muss ___fahren.","<div class=""answer"">weg</div><div class=""example"">Mir geht hier alles auf den Wecker, ich glaube, ich muss wegfahren.</div><p><b>wegfahren</b> = partir, marcharse</p><p><b>Base:</b> fahren</p><div class=""meta""><p><b>Significado:</b><br>partir, marcharse</p><div class=""translation""><b>Traducción:</b><br>Aquí todo me molesta, creo que tengo que irme (partir).</div><p><b>Construcción:</b><br>wegfahren + (wohin)</p><p><b>Construcción ES:</b><br>wegfahren + (a dónde)</p><p><b>Separabilidad:</b><br>separable — fährt ... weg — weggefahren</p><p><b>Perfekt:</b><br>Er ist gestern weggefahren.</p><p><b>Fuente:</b><br>https://de.wiktionary.org/wiki/wegfahren</p></div>",verb_prefix family::fahren prefix::weg separability::separable difficulty::b1 register::common source::wiktionary_openai quality::ok cardtype::prefix_cloze
Completa el prefijo:<br><br>Ich fahre noch zwei Stationen ___.,"<div class=""answer"">weiter</div><div class=""example"">Ich fahre noch zwei Stationen weiter.</div><p><b>weiterfahren</b> = continuar un trayecto</p><p><b>Base:</b> fahren</p><div class=""meta""><p><b>Significado:</b><br>continuar un trayecto</p><div class=""translation""><b>Traducción:</b><br>Sigo conduciendo dos estaciones más.</div><p><b>Construcción:</b><br>weiterfahren [etwas]</p><p><b>Construcción ES:</b><br>seguir conduciendo [algo]</p><p><b>Separabilidad:</b><br>separable — fährt ... weiter — weitergefahren</p><p><b>Perfekt:</b><br>Ich bin noch zwei Stationen weitergefahren.</p><p><b>Fuente:</b><br>https://de.wiktionary.org/wiki/weiterfahren</p></div>",verb_prefix family::fahren prefix::weiter separability::separable difficulty::b1 register::common source::wiktionary_openai quality::ok cardtype::prefix_cloze
Completa el prefijo:<br><br>Die Baufahrzeuge haben die Auffahrt zum Baugrundstück völlig ___fahren.,"<div class=""answer"">zer</div><div class=""example"">Die Baufahrzeuge haben die Auffahrt zum Baugrundstück völlig zerfahren.</div><p><b>zerfahren</b> = Dañar o destruir el suelo al pasar vehículos por encima.</p><p><b>Base:</b> fahren</p><div class=""meta""><p><b>Significado:</b><br>Dañar o destruir el suelo al pasar vehículos por encima.</p><div class=""translation""><b>Traducción:</b><br>Los vehículos de construcción han destrozado completamente el acceso al terreno de construcción.</div><p><b>Construcción:</b><br>zerfahren + Akkusativ (Objekt)</p><p><b>Construcción ES:</b><br>zerfahren + acusativo (objeto)</p><p><b>Separabilidad:</b><br>inseparable — zerfährt — zerfahren</p><p><b>Perfekt:</b><br>Die Baufahrzeuge haben den Boden zerfahren.</p><p><b>Fuente:</b><br>https://de.wiktionary.org/wiki/zerfahren</p></div>",verb_prefix family::fahren prefix::zer separability::inseparable difficulty::b2 register::common source::wiktionary_openai quality::ok cardtype::prefix_cloze
"Completa el prefijo:<br><br>Fahr direkt auf den Wasserturm ___, dann siehst du links ein dreistöckiges Wohnhaus.","<div class=""answer"">zu</div><div class=""example"">Fahr direkt auf den Wasserturm zu, dann siehst du links ein dreistöckiges Wohnhaus.</div><p><b>zufahren</b> = dirigirse hacia</p><p><b>Base:</b> fahren</p><div class=""meta""><p><b>Significado:</b><br>dirigirse hacia</p><div class=""translation""><b>Traducción:</b><br>Conduce directamente hacia la torre de agua, luego verás a la izquierda una casa de tres pisos.</div><p><b>Construcción:</b><br>fahren + zu + Ziel (Akkusativ)</p><p><b>Construcción ES:</b><br>fahren + zu + destino (acusativo)</p><p><b>Separabilidad:</b><br>separable — fährt ... zu — zugefahren</p><p><b>Perfekt:</b><br>Er ist direkt auf das Ziel zugefahren.</p><p><b>Fuente:</b><br>https://de.wiktionary.org/wiki/zufahren</p></div>",verb_prefix family::fahren prefix::zu separability::separable difficulty::b1 register::common source::wiktionary_openai quality::ok cardtype::prefix_cloze
Completa el prefijo:<br><br>Der laute Knall ließ sie ___fahren.,"<div class=""answer"">zusammen</div><div class=""example"">Der laute Knall ließ sie zusammenfahren.</div><p><b>zusammenfahren</b> = sobresaltarse de repente, encogerse por un ruido o susto</p><p><b>Base:</b> fahren</p><div class=""meta""><p><b>Significado:</b><br>sobresaltarse de repente, encogerse por un ruido o susto</p><div class=""translation""><b>Traducción:</b><br>El fuerte estruendo la hizo sobresaltarse.</div><p><b>Construcción:</b><br>zusammenfahren + (vor Schreck)</p><p><b>Construcción ES:</b><br>zusammenfahren + (por susto)</p><p><b>Separabilidad:</b><br>separable — fährt ... zusammen — zusammengefahren</p><p><b>Perfekt:</b><br>Sie ist bei dem lauten Knall zusammengefahren.</p><p><b>Fuente:</b><br>https://de.wiktionary.org/wiki/zusammenfahren</p></div>",verb_prefix family::fahren prefix::zusammen separability::separable difficulty::b2 register::common source::wiktionary_openai quality::ok cardtype::prefix_cloze
Completa el prefijo:<br><br>Im Herbst sieht man die Blätter von den Bäumen ___fallen.,"<div class=""answer"">ab</div><div class=""example"">Im Herbst sieht man die Blätter von den Bäumen abfallen.</div><p><b>abfallen</b> = Caer separándose de algo</p><p><b>Base:</b> fallen</p><div class=""meta""><p><b>Significado:</b><br>Caer separándose de algo</p><div class=""translation""><b>Traducción:</b><br>En otoño se ve caer las hojas de los árboles.</div><p><b>Construcción:</b><br>abfallen von + Dativ</p><p><b>Construcción ES:</b><br>caer/separarse de + dativo</p><p><b>Separabilidad:</b><br>separable — fällt ... ab — abgefallen</p><p><b>Perfekt:</b><br>Die Blätter sind im Herbst abgefallen.</p><p><b>Fuente:</b><br>https://de.wiktionary.org/wiki/abfallen</p></div>",verb_prefix family::fallen prefix::ab separability::separable difficulty::b1 register::common source::wiktionary_openai quality::ok cardtype::prefix_cloze
Completa el prefijo:<br><br>Der Hund riss sich los und fiel einen Passanten ___.,"<div class=""answer"">an</div><div class=""example"">Der Hund riss sich los und fiel einen Passanten an.</div><p><b>anfallen</b> = atacar a alguien de forma repentina y violenta</p><p><b>Base:</b> fallen</p><div class=""meta""><p><b>Significado:</b><br>atacar a alguien de forma repentina y violenta</p><div class=""translation""><b>Traducción:</b><br>El perro se soltó y atacó a un transeúnte.</div><p><b>Construcción:</b><br>jemanden anfallen</p><p><b>Construcción ES:</b><br>atacar a alguien</p><p><b>Separabilidad:</b><br>separable — fällt ... an — angefallen</p><p><b>Perfekt:</b><br>Der Hund hat einen Passanten angefallen.</p><p><b>Fuente:</b><br>https://de.wiktionary.org/wiki/anfallen</p></div>",verb_prefix family::fallen prefix::an separability::separable difficulty::b2 register::common source::wiktionary_openai quality::ok cardtype::prefix_cloze
"Completa el prefijo:<br><br>___fallen ist nicht schwer, nur angenehm auffallen ist schwer.","<div class=""answer"">auf</div><div class=""example"">Auffallen ist nicht schwer, nur angenehm auffallen ist schwer.</div><p><b>auffallen</b> = llamar la atención, resaltar</p><p><b>Base:</b> fallen</p><div class=""meta""><p><b>Significado:</b><br>llamar la atención, resaltar</p><div class=""translation""><b>Traducción:</b><br>Llamar la atención no es difícil, solo llamar la atención de forma agradable es difícil.</div><p><b>Construcción:</b><br>auffallen (jemandem)</p><p><b>Construcción ES:</b><br>llamar la atención a alguien</p><p><b>Separabilidad:</b><br>separable — fällt ... auf — aufgefallen</p><p><b>Perfekt:</b><br>er ist aufgefallen</p><p><b>Fuente:</b><br>https://de.wiktionary.org/wiki/auffallen</p></div>",verb_prefix family::fallen prefix::auf separability::separable difficulty::b1 register::common source::wiktionary_openai quality::ok cardtype::prefix_cloze
Completa el prefijo:<br><br>Auf Grund seiner Verletzung wird der Stürmer für die nächsten 3 Wochen ___fallen.,"<div class=""answer"">aus</div><div class=""example"">Auf Grund seiner Verletzung wird der Stürmer für die nächsten 3 Wochen ausfallen.</div><p><b>ausfallen</b> = estar de baja</p><p><b>Base:</b> fallen</p><div class=""meta""><p><b>Significado:</b><br>estar de baja</p><div class=""translation""><b>Traducción:</b><br>Debido a su lesión, el delantero estará de baja durante las próximas 3 semanas.</div><p><b>Separabilidad:</b><br>separable — fällt ... aus — ausgefallen</p><p><b>Perfekt:</b><br>Der Stürmer ist ausgefallen.</p><p><b>Fuente:</b><br>https://de.wiktionary.org/wiki/ausfallen</p></div>",verb_prefix family::fallen prefix::aus separability::separable difficulty::b1 register::common source::wiktionary_openai quality::ok cardtype::prefix_cloze
Completa el prefijo:<br><br>Die bluthungrigen Parasiten ___fallen meist Haustiere wie Hunde oder Katzen.,"<div class=""answer"">be</div><div class=""example"">Die bluthungrigen Parasiten befallen meist Haustiere wie Hunde oder Katzen.</div><p><b>befallen</b> = afectar de repente, caer sobre</p><p><b>Base:</b> fallen</p><div class=""meta""><p><b>Significado:</b><br>afectar de repente, caer sobre</p><div class=""translation""><b>Traducción:</b><br>Los parásitos carnívoros suelen afectar a mascotas como perros o gatos.</div><p><b>Separabilidad:</b><br>inseparable — befällt — befallen</p><p><b>Perfekt:</b><br>Die Parasiten haben ein Haustier befallen.</p><p><b>Fuente:</b><br>https://de.wiktionary.org/wiki/befallen</p></div>",verb_prefix family::fallen prefix::be separability::inseparable difficulty::b2 register::common source::wiktionary_openai quality::ok cardtype::prefix_cloze
